Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240907174344

Parameters
Date range,01 Sep 2013 - 31 Jul 2024
Region type,Regional council
Market segment,All ICPs
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
28/02/2021,9,Wellington,All combined,Solar (All),2668,1.16199,10.335,3.874,22,4.628
28/02/2021,16,Tasman,All combined,Solar (All),640,2.78067,3.214,5.022,3,13.533
28/02/2021,17,Nelson,All combined,Solar (All),782,2.85069,3.413,4.364,8,5.006
28/02/2021,18,Marlborough,All combined,Solar (All),675,2.59028,5.346,7.920,6,5.133
28/02/2021,12,West Coast,All combined,Solar (All),76,0.40810,0.367,4.833,2,3.800
28/02/2021,13,Canterbury,All combined,Solar (All),4933,1.61457,23.320,4.727,47,9.279
28/02/2021,14,Otago,All combined,Solar (All),1811,1.47160,8.594,4.745,27,5.708
28/02/2021,15,Southland,All combined,Solar (All),503,0.94786,2.829,5.624,3,4.867
31/03/2021,1,Northland,All combined,Solar (All),2482,2.64685,12.109,4.879,39,5.234
31/03/2021,2,Auckland,All combined,Solar (All),7161,1.12695,37.364,5.218,140,6.699
31/03/2021,3,Waikato,All combined,Solar (All),3575,1.50983,17.531,4.904,57,6.075
31/03/2021,4,Bay of Plenty,All combined,Solar (All),2541,1.72130,11.463,4.511,36,5.040
31/03/2021,5,Gisborne,All combined,Solar (All),300,1.67682,1.184,3.945,8,4.795
31/03/2021,6,Hawke's Bay,All combined,Solar (All),1429,1.75983,7.028,4.918,33,6.321
31/03/2021,7,Taranaki,All combined,Solar (All),746,1.22490,3.507,4.701,17,4.390
31/03/2021,8,Manawatu-Wanganui,All combined,Solar (All),1488,1.22143,6.707,4.507,19,4.789
31/03/2021,9,Wellington,All combined,Solar (All),2703,1.17645,10.516,3.891,35,5.153
31/03/2021,16,Tasman,All combined,Solar (All),644,2.79866,3.242,5.034,4,4.570
31/03/2021,17,Nelson,All combined,Solar (All),796,2.89328,3.481,4.373,14,4.865
31/03/2021,18,Marlborough,All combined,Solar (All),692,2.65510,5.477,7.915,17,7.720
31/03/2021,12,West Coast,All combined,Solar (All),77,0.41294,0.377,4.900,1,10.000
31/03/2021,13,Canterbury,All combined,Solar (All),4987,1.62937,23.916,4.796,57,10.677
31/03/2021,14,Otago,All combined,Solar (All),1841,1.49456,8.746,4.750,29,5.002
31/03/2021,15,Southland,All combined,Solar (All),504,0.94930,2.832,5.619,2,4.000
30/04/2021,1,Northland,All combined,Solar (All),2532,2.69623,12.407,4.900,51,5.869
30/04/2021,2,Auckland,All combined,Solar (All),7309,1.14827,38.260,5.235,147,6.041
30/04/2021,3,Waikato,All combined,Solar (All),3627,1.52990,17.939,4.946,52,7.790
30/04/2021,4,Bay of Plenty,All combined,Solar (All),2573,1.74055,11.610,4.512,35,4.405
30/04/2021,5,Gisborne,All combined,Solar (All),301,1.68222,1.190,3.953,2,4.340
30/04/2021,6,Hawke's Bay,All combined,Solar (All),1450,1.78264,7.307,5.039,29,11.054
30/04/2021,7,Taranaki,All combined,Solar (All),754,1.23655,3.541,4.696,9,4.382
30/04/2021,8,Manawatu-Wanganui,All combined,Solar (All),1504,1.23319,6.812,4.529,16,6.451
30/04/2021,9,Wellington,All combined,Solar (All),2741,1.19174,10.763,3.927,37,4.632
30/04/2021,16,Tasman,All combined,Solar (All),652,2.83355,3.292,5.050,8,5.646
30/04/2021,17,Nelson,All combined,Solar (All),800,2.89729,3.504,4.380,5,5.046
30/04/2021,18,Marlborough,All combined,Solar (All),700,2.68405,5.512,7.874,8,4.298
30/04/2021,12,West Coast,All combined,Solar (All),79,0.42312,0.392,4.966,2,7.500
30/04/2021,13,Canterbury,All combined,Solar (All),5037,1.64308,24.152,4.795,58,4.584
30/04/2021,14,Otago,All combined,Solar (All),1871,1.51681,8.920,4.767,30,5.802
30/04/2021,15,Southland,All combined,Solar (All),510,0.96018,2.875,5.637,6,7.187
31/05/2021,1,Northland,All combined,Solar (All),2564,2.72566,12.597,4.913,33,5.906
31/05/2021,2,Auckland,All combined,Solar (All),7433,1.16558,40.147,5.401,125,14.981
31/05/2021,3,Waikato,All combined,Solar (All),3695,1.55577,18.507,5.009,71,8.066
31/05/2021,4,Bay of Plenty,All combined,Solar (All),2611,1.76426,11.828,4.530,39,5.542
31/05/2021,5,Gisborne,All combined,Solar (All),304,1.69889,1.201,3.951,3,3.680
31/05/2021,6,Hawke's Bay,All combined,Solar (All),1475,1.81191,7.454,5.054,27,5.536
31/05/2021,7,Taranaki,All combined,Solar (All),762,1.24848,3.581,4.700,9,4.558
31/05/2021,8,Manawatu-Wanganui,All combined,Solar (All),1534,1.25644,7.007,4.568,30,6.391
31/05/2021,9,Wellington,All combined,Solar (All),2784,1.20879,11.144,4.003,46,8.495
31/05/2021,16,Tasman,All combined,Solar (All),665,2.89105,3.366,5.061,14,6.020
31/05/2021,17,Nelson,All combined,Solar (All),808,2.92013,3.545,4.387,8,4.294
31/05/2021,18,Marlborough,All combined,Solar (All),712,2.73017,5.576,7.832,13,5.169
31/05/2021,12,West Coast,All combined,Solar (All),79,0.42251,0.392,4.966,0,
31/05/2021,13,Canterbury,All combined,Solar (All),5094,1.65851,24.517,4.813,61,6.137
31/05/2021,14,Otago,All combined,Solar (All),1904,1.54029,9.150,4.806,34,6.833
31/05/2021,15,Southland,All combined,Solar (All),515,0.96897,2.923,5.676,4,10.055
30/06/2021,1,Northland,All combined,Solar (All),2618,2.77890,12.863,4.913,53,4.976
30/06/2021,2,Auckland,All combined,Solar (All),7536,1.18020,40.802,5.414,105,6.198
30/06/2021,3,Waikato,All combined,Solar (All),3752,1.57766,18.935,5.047,57,7.379
30/06/2021,4,Bay of Plenty,All combined,Solar (All),2654,1.79171,12.053,4.542,45,5.082
30/06/2021,5,Gisborne,All combined,Solar (All),308,1.72182,1.220,3.963,4,4.870
30/06/2021,6,Hawke's Bay,All combined,Solar (All),1516,1.86309,7.633,5.035,44,4.360
30/06/2021,7,Taranaki,All combined,Solar (All),778,1.27403,5.765,7.410,16,135.993
30/06/2021,8,Manawatu-Wanganui,All combined,Solar (All),1561,1.27798,7.137,4.572,27,4.773
30/06/2021,9,Wellington,All combined,Solar (All),2836,1.22974,11.398,4.019,53,4.791
30/06/2021,16,Tasman,All combined,Solar (All),676,2.93951,3.443,5.093,11,6.471
30/06/2021,17,Nelson,All combined,Solar (All),824,2.97290,3.723,4.519,17,10.245
30/06/2021,18,Marlborough,All combined,Solar (All),717,2.74744,5.606,7.819,9,5.696
30/06/2021,12,West Coast,All combined,Solar (All),79,0.42214,0.392,4.966,0,
30/06/2021,13,Canterbury,All combined,Solar (All),5160,1.67675,24.953,4.836,67,6.588
30/06/2021,14,Otago,All combined,Solar (All),1948,1.57382,9.390,4.820,44,5.411
30/06/2021,15,Southland,All combined,Solar (All),518,0.97434,2.942,5.680,3,6.333
31/07/2021,1,Northland,All combined,Solar (All),2663,2.82337,13.131,4.931,44,5.972
31/07/2021,2,Auckland,All combined,Solar (All),7670,1.19939,41.638,5.429,139,6.018
31/07/2021,3,Waikato,All combined,Solar (All),3825,1.60597,19.342,5.057,73,5.591
31/07/2021,4,Bay of Plenty,All combined,Solar (All),2696,1.81806,12.367,4.587,44,5.876
31/07/2021,5,Gisborne,All combined,Solar (All),311,1.75103,1.233,3.964,3,4.120
31/07/2021,6,Hawke's Bay,All combined,Solar (All),1551,1.90349,7.844,5.057,35,6.023
31/07/2021,7,Taranaki,All combined,Solar (All),793,1.29736,5.853,7.381,15,5.216
31/07/2021,8,Manawatu-Wanganui,All combined,Solar (All),1597,1.30612,7.299,4.570,37,4.294
31/07/2021,9,Wellington,All combined,Solar (All),2905,1.25851,11.668,4.016,67,3.898
31/07/2021,16,Tasman,All combined,Solar (All),688,2.99208,3.518,5.113,12,5.987
31/07/2021,17,Nelson,All combined,Solar (All),838,3.01678,3.804,4.540,14,4.806
31/07/2021,18,Marlborough,All combined,Solar (All),726,2.78022,5.651,7.784,9,4.089
31/07/2021,12,West Coast,All combined,Solar (All),79,0.42172,0.398,5.034,0,
31/07/2021,13,Canterbury,All combined,Solar (All),5230,1.69663,25.523,4.880,74,7.955
31/07/2021,14,Otago,All combined,Solar (All),1992,1.60678,9.579,4.809,44,4.288
31/07/2021,15,Southland,All combined,Solar (All),523,0.98257,2.987,5.711,5,9.000
31/08/2021,1,Northland,All combined,Solar (All),2674,2.83344,13.196,4.935,12,5.616
31/08/2021,2,Auckland,All combined,Solar (All),7761,1.21234,42.085,5.423,91,4.994
31/08/2021,3,Waikato,All combined,Solar (All),3902,1.63673,19.813,5.078,76,6.120
31/08/2021,4,Bay of Plenty,All combined,Solar (All),2728,1.83840,12.537,4.596,32,5.300
31/08/2021,5,Gisborne,All combined,Solar (All),313,1.76259,1.243,3.971,2,5.000
31/08/2021,6,Hawke's Bay,All combined,Solar (All),1588,1.94770,8.048,5.068,38,5.457
31/08/2021,7,Taranaki,All combined,Solar (All),800,1.30745,5.888,7.360,7,4.960
31/08/2021,8,Manawatu-Wanganui,All combined,Solar (All),1604,1.31075,7.329,4.569,7,4.887
31/08/2021,9,Wellington,All combined,Solar (All),2926,1.26671,11.752,4.016,22,4.013
31/08/2021,16,Tasman,All combined,Solar (All),695,3.02213,3.548,5.106,7,4.369
31/08/2021,17,Nelson,All combined,Solar (All),849,3.05077,3.918,4.615,11,10.356
31/08/2021,18,Marlborough,All combined,Solar (All),734,2.80989,5.693,7.757,9,5.028
31/08/2021,12,West Coast,All combined,Solar (All),79,0.42187,0.398,5.034,0,
31/08/2021,13,Canterbury,All combined,Solar (All),5285,1.71228,25.952,4.911,56,7.556
31/08/2021,14,Otago,All combined,Solar (All),2015,1.62346,9.703,4.815,23,5.243
31/08/2021,15,Southland,All combined,Solar (All),528,0.99162,3.017,5.714,5,5.050
30/09/2021,1,Northland,All combined,Solar (All),2708,2.86667,13.393,4.946,33,5.912
30/09/2021,2,Auckland,All combined,Solar (All),7815,1.21891,42.384,5.423,54,5.345
30/09/2021,3,Waikato,All combined,Solar (All),3962,1.65959,20.191,5.096,62,6.228
30/09/2021,4,Bay of Plenty,All combined,Solar (All),2784,1.87328,12.901,4.634,57,6.458
30/09/2021,5,Gisborne,All combined,Solar (All),314,1.76981,1.247,3.970,1,3.680
30/09/2021,6,Hawke's Bay,All combined,Solar (All),1616,1.98017,8.218,5.085,30,5.632
30/09/2021,7,Taranaki,All combined,Solar (All),809,1.32049,5.942,7.345,9,5.828
30/09/2021,8,Manawatu-Wanganui,All combined,Solar (All),1633,1.33308,7.512,4.600,31,5.835
30/09/2021,9,Wellington,All combined,Solar (All),2969,1.28424,11.969,4.031,43,4.882
30/09/2021,16,Tasman,All combined,Solar (All),702,3.05403,3.586,5.109,7,4.966
30/09/2021,17,Nelson,All combined,Solar (All),858,3.07670,3.972,4.630,9,6.013
30/09/2021,18,Marlborough,All combined,Solar (All),749,2.86403,5.767,7.700,16,4.924
30/09/2021,12,West Coast,All combined,Solar (All),79,0.42133,0.398,5.034,0,
30/09/2021,13,Canterbury,All combined,Solar (All),5367,1.73589,26.595,4.955,84,7.018
30/09/2021,14,Otago,All combined,Solar (All),2061,1.65767,9.991,4.847,48,5.886
30/09/2021,15,Southland,All combined,Solar (All),539,1.01101,3.083,5.720,11,6.430
31/10/2021,1,Northland,All combined,Solar (All),2739,2.89541,13.659,4.987,31,8.576
31/10/2021,2,Auckland,All combined,Solar (All),7982,1.24186,43.532,5.454,171,6.677
31/10/2021,3,Waikato,All combined,Solar (All),4020,1.68112,20.532,5.107,60,5.702
31/10/2021,4,Bay of Plenty,All combined,Solar (All),2857,1.92021,13.261,4.642,72,4.778
31/10/2021,5,Gisborne,All combined,Solar (All),318,1.79317,1.264,3.974,4,4.340
31/10/2021,6,Hawke's Bay,All combined,Solar (All),1652,2.02178,8.408,5.089,33,5.432
31/10/2021,7,Taranaki,All combined,Solar (All),826,1.34580,6.053,7.328,18,6.242
31/10/2021,8,Manawatu-Wanganui,All combined,Solar (All),1656,1.35149,7.634,4.610,22,5.432
31/10/2021,9,Wellington,All combined,Solar (All),3029,1.30866,12.267,4.050,60,4.986
31/10/2021,16,Tasman,All combined,Solar (All),717,3.11956,3.665,5.111,15,5.241
31/10/2021,17,Nelson,All combined,Solar (All),870,3.11526,4.063,4.670,12,7.318
31/10/2021,18,Marlborough,All combined,Solar (All),761,2.90891,5.835,7.668,14,4.782
31/10/2021,12,West Coast,All combined,Solar (All),82,0.43712,0.411,5.009,3,4.333
31/10/2021,13,Canterbury,All combined,Solar (All),5443,1.75809,27.172,4.992,79,7.274
31/10/2021,14,Otago,All combined,Solar (All),2094,1.68224,10.210,4.876,34,5.463
31/10/2021,15,Southland,All combined,Solar (All),546,1.02351,3.115,5.705,7,4.586
30/11/2021,1,Northland,All combined,Solar (All),2795,2.95174,14.502,5.189,56,15.044
30/11/2021,2,Auckland,All combined,Solar (All),8178,1.26999,44.840,5.483,199,6.522
30/11/2021,3,Waikato,All combined,Solar (All),4108,1.71592,21.169,5.153,90,6.922
30/11/2021,4,Bay of Plenty,All combined,Solar (All),2945,1.97594,13.824,4.694,87,5.792
30/11/2021,5,Gisborne,All combined,Solar (All),318,1.79438,1.267,3.984,0,
30/11/2021,6,Hawke's Bay,All combined,Solar (All),1709,2.08843,8.752,5.121,58,5.981
30/11/2021,7,Taranaki,All combined,Solar (All),855,1.39183,6.246,7.306,30,6.272
30/11/2021,8,Manawatu-Wanganui,All combined,Solar (All),1688,1.37677,7.800,4.621,34,5.067
30/11/2021,9,Wellington,All combined,Solar (All),3079,1.32890,12.530,4.069,53,5.100
30/11/2021,16,Tasman,All combined,Solar (All),739,3.21486,3.777,5.112,22,5.120
30/11/2021,17,Nelson,All combined,Solar (All),892,3.18811,4.190,4.697,22,5.694
30/11/2021,18,Marlborough,All combined,Solar (All),772,2.94837,5.887,7.626,11,4.723
30/11/2021,12,West Coast,All combined,Solar (All),84,0.44690,0.434,5.163,2,10.000
30/11/2021,13,Canterbury,All combined,Solar (All),5580,1.79912,28.005,5.019,140,5.962
30/11/2021,14,Otago,All combined,Solar (All),2140,1.71729,10.484,4.899,46,5.406
30/11/2021,15,Southland,All combined,Solar (All),553,1.03574,3.191,5.770,7,10.829
31/12/2021,1,Northland,All combined,Solar (All),2833,2.98487,14.813,5.229,40,7.938
31/12/2021,2,Auckland,All combined,Solar (All),8286,1.28497,45.924,5.542,114,9.621
31/12/2021,3,Waikato,All combined,Solar (All),4193,1.74880,21.816,5.203,85,7.545
31/12/2021,4,Bay of Plenty,All combined,Solar (All),2992,2.00484,14.243,4.760,50,8.401
31/12/2021,5,Gisborne,All combined,Solar (All),319,1.79769,1.270,3.981,1,3.000
31/12/2021,6,Hawke's Bay,All combined,Solar (All),1753,2.13822,9.027,5.149,46,6.161
31/12/2021,7,Taranaki,All combined,Solar (All),877,1.42595,6.441,7.345,23,8.643
31/12/2021,8,Manawatu-Wanganui,All combined,Solar (All),1715,1.39724,8.147,4.751,26,13.069
31/12/2021,9,Wellington,All combined,Solar (All),3134,1.35098,12.939,4.129,53,7.628
31/12/2021,16,Tasman,All combined,Solar (All),749,3.25737,3.879,5.179,10,10.178
31/12/2021,17,Nelson,All combined,Solar (All),918,3.27378,4.402,4.795,26,7.903
31/12/2021,18,Marlborough,All combined,Solar (All),785,2.99424,5.948,7.577,13,4.393
31/12/2021,12,West Coast,All combined,Solar (All),84,0.44624,0.434,5.163,0,
31/12/2021,13,Canterbury,All combined,Solar (All),5688,1.83068,28.688,5.044,109,6.293
31/12/2021,14,Otago,All combined,Solar (All),2173,1.74307,10.694,4.921,33,6.099
31/12/2021,15,Southland,All combined,Solar (All),561,1.04919,3.238,5.772,8,5.900
31/01/2022,1,Northland,All combined,Solar (All),2861,3.01253,15.136,5.291,29,11.293
31/01/2022,2,Auckland,All combined,Solar (All),8382,1.30112,46.695,5.571,101,7.747
31/01/2022,3,Waikato,All combined,Solar (All),4253,1.77428,22.683,5.333,61,12.181
31/01/2022,4,Bay of Plenty,All combined,Solar (All),3050,2.04335,14.608,4.789,59,6.152
31/01/2022,5,Gisborne,All combined,Solar (All),321,1.81182,1.277,3.980,2,3.800
31/01/2022,6,Hawke's Bay,All combined,Solar (All),1779,2.16943,9.220,5.182,28,6.699
31/01/2022,7,Taranaki,All combined,Solar (All),905,1.47145,6.601,7.294,28,5.607
31/01/2022,8,Manawatu-Wanganui,All combined,Solar (All),1739,1.41746,8.270,4.756,24,5.111
31/01/2022,9,Wellington,All combined,Solar (All),3202,1.38040,13.625,4.255,70,9.901
31/01/2022,16,Tasman,All combined,Solar (All),764,3.32376,3.987,5.218,15,6.869
31/01/2022,17,Nelson,All combined,Solar (All),935,3.32799,4.558,4.875,17,9.192
31/01/2022,18,Marlborough,All combined,Solar (All),796,3.03435,6.009,7.549,12,5.466
31/01/2022,12,West Coast,All combined,Solar (All),84,0.44600,0.434,5.163,0,
31/01/2022,13,Canterbury,All combined,Solar (All),5778,1.85846,29.297,5.070,93,6.654
31/01/2022,14,Otago,All combined,Solar (All),2207,1.76968,10.882,4.931,34,5.511
31/01/2022,15,Southland,All combined,Solar (All),564,1.05503,3.253,5.768,4,4.975
28/02/2022,1,Northland,All combined,Solar (All),2902,3.05098,15.406,5.309,42,6.470
28/02/2022,2,Auckland,All combined,Solar (All),8545,1.32501,48.161,5.636,166,8.810
28/02/2022,3,Waikato,All combined,Solar (All),4321,1.80122,23.564,5.453,69,12.844
28/02/2022,4,Bay of Plenty,All combined,Solar (All),3117,2.08702,15.142,4.858,70,7.666
28/02/2022,5,Gisborne,All combined,Solar (All),323,1.82280,1.283,3.974,2,3.000
28/02/2022,6,Hawke's Bay,All combined,Solar (All),1815,2.21137,9.460,5.212,37,6.598
28/02/2022,7,Taranaki,All combined,Solar (All),928,1.50831,6.729,7.251,23,5.550
28/02/2022,8,Manawatu-Wanganui,All combined,Solar (All),1759,1.43296,8.381,4.764,20,5.529
28/02/2022,9,Wellington,All combined,Solar (All),3250,1.40011,13.888,4.273,48,5.541
28/02/2022,16,Tasman,All combined,Solar (All),776,3.37479,4.070,5.244,12,6.814
28/02/2022,17,Nelson,All combined,Solar (All),960,3.41127,4.709,4.905,25,6.025
28/02/2022,18,Marlborough,All combined,Solar (All),805,3.06492,6.072,7.543,9,6.911
28/02/2022,12,West Coast,All combined,Solar (All),86,0.45616,0.445,5.173,2,5.600
28/02/2022,13,Canterbury,All combined,Solar (All),5880,1.88844,30.139,5.126,104,8.140
28/02/2022,14,Otago,All combined,Solar (All),2263,1.80920,11.137,4.921,58,4.487
28/02/2022,15,Southland,All combined,Solar (All),569,1.06339,3.280,5.764,4,5.188
31/03/2022,1,Northland,All combined,Solar (All),2957,3.10462,15.821,5.350,56,7.336
31/03/2022,2,Auckland,All combined,Solar (All),8707,1.34854,49.782,5.718,166,9.745
31/03/2022,3,Waikato,All combined,Solar (All),4412,1.83705,24.280,5.503,94,7.737
31/03/2022,4,Bay of Plenty,All combined,Solar (All),3182,2.12792,15.502,4.872,65,5.540
31/03/2022,5,Gisborne,All combined,Solar (All),326,1.84004,1.296,3.974,3,4.067
31/03/2022,6,Hawke's Bay,All combined,Solar (All),1867,2.27148,9.869,5.286,52,7.833
31/03/2022,7,Taranaki,All combined,Solar (All),957,1.55342,6.876,7.185,29,5.071
31/03/2022,8,Manawatu-Wanganui,All combined,Solar (All),1791,1.45828,8.703,4.859,33,9.913
31/03/2022,9,Wellington,All combined,Solar (All),3304,1.42271,14.200,4.298,54,5.644
31/03/2022,16,Tasman,All combined,Solar (All),790,3.43777,4.185,5.298,16,8.199
31/03/2022,17,Nelson,All combined,Solar (All),978,3.46735,5.062,5.176,18,19.122
31/03/2022,18,Marlborough,All combined,Solar (All),827,3.14784,6.175,7.467,22,4.699
31/03/2022,12,West Coast,All combined,Solar (All),85,0.45014,0.441,5.187,0,
31/03/2022,13,Canterbury,All combined,Solar (All),6005,1.92504,31.191,5.194,128,8.303
31/03/2022,14,Otago,All combined,Solar (All),2315,1.84855,11.407,4.927,50,5.199
31/03/2022,15,Southland,All combined,Solar (All),581,1.08468,3.327,5.726,12,3.918
30/04/2022,1,Northland,All combined,Solar (All),3044,3.19114,16.571,5.444,87,8.566
30/04/2022,2,Auckland,All combined,Solar (All),8854,1.36890,50.780,5.735,151,6.487
30/04/2022,3,Waikato,All combined,Solar (All),4499,1.87076,25.154,5.591,87,9.874
30/04/2022,4,Bay of Plenty,All combined,Solar (All),3241,2.16607,15.828,4.884,61,5.538
30/04/2022,5,Gisborne,All combined,Solar (All),327,1.84683,1.301,3.978,1,5.000
30/04/2022,6,Hawke's Bay,All combined,Solar (All),1889,2.29521,10.044,5.317,25,7.448
30/04/2022,7,Taranaki,All combined,Solar (All),981,1.59096,7.011,7.147,24,5.641
30/04/2022,8,Manawatu-Wanganui,All combined,Solar (All),1811,1.47381,8.858,4.891,21,4.933
30/04/2022,9,Wellington,All combined,Solar (All),3360,1.44581,14.641,4.357,58,7.676
30/04/2022,16,Tasman,All combined,Solar (All),798,3.47168,4.244,5.318,8,7.400
30/04/2022,17,Nelson,All combined,Solar (All),999,3.53191,5.520,5.526,21,13.690
30/04/2022,18,Marlborough,All combined,Solar (All),831,3.16126,6.192,7.452,4,4.270
30/04/2022,12,West Coast,All combined,Solar (All),87,0.46010,0.451,5.183,2,5.000
30/04/2022,13,Canterbury,All combined,Solar (All),6086,1.94816,31.891,5.240,85,8.381
30/04/2022,14,Otago,All combined,Solar (All),2357,1.87965,11.644,4.940,43,5.503
30/04/2022,15,Southland,All combined,Solar (All),583,1.08765,3.340,5.729,2,6.735
31/05/2022,1,Northland,All combined,Solar (All),3102,3.24769,17.095,5.511,59,8.964
31/05/2022,2,Auckland,All combined,Solar (All),9032,1.39315,52.037,5.761,181,6.734
31/05/2022,3,Waikato,All combined,Solar (All),4583,1.90307,25.718,5.612,86,6.420
31/05/2022,4,Bay of Plenty,All combined,Solar (All),3304,2.20552,16.201,4.903,63,5.945
31/05/2022,5,Gisborne,All combined,Solar (All),330,1.86472,1.315,3.984,3,4.733
31/05/2022,6,Hawke's Bay,All combined,Solar (All),1952,2.37077,10.462,5.359,65,6.529
31/05/2022,7,Taranaki,All combined,Solar (All),1004,1.62855,7.179,7.150,23,7.282
31/05/2022,8,Manawatu-Wanganui,All combined,Solar (All),1838,1.49454,9.165,4.987,28,11.092
31/05/2022,9,Wellington,All combined,Solar (All),3430,1.47416,15.376,4.483,71,10.336
31/05/2022,16,Tasman,All combined,Solar (All),814,3.54298,4.341,5.332,15,6.000
31/05/2022,17,Nelson,All combined,Solar (All),1018,3.58627,5.667,5.567,19,7.788
31/05/2022,18,Marlborough,All combined,Solar (All),843,3.20508,6.260,7.426,13,5.510
31/05/2022,12,West Coast,All combined,Solar (All),87,0.45971,0.451,5.183,0,
31/05/2022,13,Canterbury,All combined,Solar (All),6218,1.98710,32.615,5.245,138,5.722
31/05/2022,14,Otago,All combined,Solar (All),2416,1.92389,11.981,4.959,59,5.167
31/05/2022,15,Southland,All combined,Solar (All),587,1.09390,3.367,5.736,4,6.645
30/06/2022,1,Northland,All combined,Solar (All),3150,3.29501,17.401,5.524,50,6.251
30/06/2022,2,Auckland,All combined,Solar (All),9194,1.41558,53.069,5.772,159,6.238
30/06/2022,3,Waikato,All combined,Solar (All),4680,1.94072,26.541,5.671,97,8.216
30/06/2022,4,Bay of Plenty,All combined,Solar (All),3358,2.23977,16.542,4.926,55,5.797
30/06/2022,5,Gisborne,All combined,Solar (All),334,1.88829,1.337,4.002,4,5.475
30/06/2022,6,Hawke's Bay,All combined,Solar (All),1987,2.40983,10.672,5.371,34,5.942
30/06/2022,7,Taranaki,All combined,Solar (All),1024,1.65943,7.432,7.258,21,12.154
30/06/2022,8,Manawatu-Wanganui,All combined,Solar (All),1859,1.51094,9.392,5.052,22,10.293
30/06/2022,9,Wellington,All combined,Solar (All),3499,1.50255,15.860,4.533,69,7.041
30/06/2022,16,Tasman,All combined,Solar (All),824,3.58682,4.403,5.343,10,6.200
30/06/2022,17,Nelson,All combined,Solar (All),1036,3.64417,5.795,5.594,18,6.728
30/06/2022,18,Marlborough,All combined,Solar (All),847,3.21821,6.285,7.420,5,6.000
30/06/2022,12,West Coast,All combined,Solar (All),90,0.47498,0.468,5.199,2,6.500
30/06/2022,13,Canterbury,All combined,Solar (All),6301,2.01066,33.147,5.261,83,6.293
30/06/2022,14,Otago,All combined,Solar (All),2471,1.96389,12.278,4.969,56,5.179
30/06/2022,15,Southland,All combined,Solar (All),592,1.10324,3.392,5.730,5,4.900
31/07/2022,1,Northland,All combined,Solar (All),3181,3.32424,17.630,5.542,33,7.072
31/07/2022,2,Auckland,All combined,Solar (All),9357,1.43796,54.230,5.796,168,7.035
31/07/2022,3,Waikato,All combined,Solar (All),4775,1.97783,27.860,5.834,96,13.616
31/07/2022,4,Bay of Plenty,All combined,Solar (All),3404,2.26747,16.810,4.938,47,5.615
31/07/2022,5,Gisborne,All combined,Solar (All),339,1.91666,1.364,4.025,5,5.520
31/07/2022,6,Hawke's Bay,All combined,Solar (All),2031,2.46125,10.987,5.409,44,7.153
31/07/2022,7,Taranaki,All combined,Solar (All),1036,1.67847,7.480,7.220,14,5.271
31/07/2022,8,Manawatu-Wanganui,All combined,Solar (All),1886,1.53109,9.534,5.055,26,5.308
31/07/2022,9,Wellington,All combined,Solar (All),3572,1.53241,16.240,4.546,75,5.172
31/07/2022,16,Tasman,All combined,Solar (All),840,3.65758,4.510,5.369,16,6.663
31/07/2022,17,Nelson,All combined,Solar (All),1054,3.70370,5.894,5.592,18,5.496
31/07/2022,18,Marlborough,All combined,Solar (All),858,3.25703,6.370,7.425,12,7.530
31/07/2022,12,West Coast,All combined,Solar (All),90,0.47453,0.468,5.199,0,
31/07/2022,13,Canterbury,All combined,Solar (All),6401,2.03897,34.023,5.315,99,8.909
31/07/2022,14,Otago,All combined,Solar (All),2529,2.00745,12.580,4.974,58,5.113
31/07/2022,15,Southland,All combined,Solar (All),591,1.10089,3.407,5.764,4,5.825
31/08/2022,1,Northland,All combined,Solar (All),3241,3.38316,18.112,5.588,62,8.181
31/08/2022,2,Auckland,All combined,Solar (All),9559,1.46659,55.635,5.820,206,6.864
31/08/2022,3,Waikato,All combined,Solar (All),4891,2.02302,28.882,5.905,120,8.344
31/08/2022,4,Bay of Plenty,All combined,Solar (All),3479,2.31467,17.853,5.132,76,13.579
31/08/2022,5,Gisborne,All combined,Solar (All),339,1.91699,1.364,4.025,0,
31/08/2022,6,Hawke's Bay,All combined,Solar (All),2095,2.53641,11.389,5.436,65,6.347
31/08/2022,7,Taranaki,All combined,Solar (All),1058,1.71328,7.610,7.193,22,5.766
31/08/2022,8,Manawatu-Wanganui,All combined,Solar (All),1929,1.56521,9.793,5.077,42,6.092
31/08/2022,9,Wellington,All combined,Solar (All),3652,1.56508,17.108,4.685,81,10.736
31/08/2022,16,Tasman,All combined,Solar (All),855,3.72500,4.640,5.427,15,8.647
31/08/2022,17,Nelson,All combined,Solar (All),1067,3.74583,5.982,5.606,13,6.547
31/08/2022,18,Marlborough,All combined,Solar (All),868,3.29512,6.420,7.396,10,4.951
31/08/2022,12,West Coast,All combined,Solar (All),92,0.48447,0.478,5.195,2,5.000
31/08/2022,13,Canterbury,All combined,Solar (All),6530,2.07539,34.861,5.339,135,5.908
31/08/2022,14,Otago,All combined,Solar (All),2588,2.05183,12.889,4.980,59,5.195
31/08/2022,15,Southland,All combined,Solar (All),595,1.10762,3.495,5.874,4,19.550
